#queryIndex	queryItem	stringId	preferredName	annotation
799	Lysine--tRNA ligase	9606.ENSP00000325448	KARS1	Lysine--tRNA ligase; Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. When secreted, acts as a signaling molecule that induces immune response through the activation of monocyte/macrophages. Catalyzes the synthesis of the signaling molecule diadenosine tetraphosphate (Ap4A), and thereby mediates disruption of the complex between HINT1 and MITF and the concomitant activation of MITF transcriptional activity.
800	Cytochrome c oxidase assembly protein COX15 homolog	9606.ENSP00000016171	COX15	Cytochrome c oxidase assembly protein COX15 homolog; May be involved in the biosynthesis of heme A. Belongs to the COX15/CtaA family.
801	Activating signal cointegrator 1 complex subunit 3	9606.ENSP00000358159	ASCC3	Activating signal cointegrator 1 complex subunit 3; 3'-5' DNA helicase involved in repair of alkylated DNA. Promotes DNA unwinding to generate single-stranded substrate needed for ALKBH3, enabling ALKBH3 to process alkylated N3-methylcytosine (3mC) within double-stranded regions. Part of the ASC-1 complex that enhances NF-kappa-B, SRF and AP1 transactivation.
802	DNA dC->dU-editing enzyme APOBEC-3C	9606.ENSP00000355340	APOBEC3C	DNA dC->dU-editing enzyme APOBEC-3C; DNA deaminase (cytidine deaminase) which acts as an inhibitor of retrovirus replication and retrotransposon mobility via deaminase- dependent and -independent mechanisms. After the penetration of retroviral nucleocapsids into target cells of infection and the initiation of reverse transcription, it can induce the conversion of cytosine to uracil in the minus-sense single-strand viral DNA, leading to G-to-A hypermutations in the subsequent plus-strand viral DNA. The resultant detrimental levels of mutations in the proviral genome, along with a deamin [...] 
803	Conserved oligomeric Golgi complex subunit 8	9606.ENSP00000497669	COG8	Conserved oligomeric Golgi complex subunit 8; Required for normal Golgi function.
804	Myeloid differentiation primary response protein MyD88	9606.ENSP00000498321	MYD88	Myeloid differentiation primary response protein MyD88; Adapter protein involved in the Toll-like receptor and IL-1 receptor signaling pathway in the innate immune response. Acts via IRAK1, IRAK2, IRF7 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. Increases IL-8 transcription. Involved in IL-18-mediated signaling pathway. Activates IRF1 resulting in its rapid migration into the nucleus to mediate an efficient induction of IFN-beta, NOS2/INOS, and IL12A genes. MyD88-mediated signaling in intestinal epithelial cells is crucial for maintena [...] 
805	Protein FAM162A	9606.ENSP00000419088	FAM162A	Protein FAM162A; Proposed to be involved in regulation of apoptosis; the exact mechanism may differ between cell types/tissues. May be involved in hypoxia-induced cell death of transformed cells implicating cytochrome C release and caspase activation (such as CASP9) and inducing mitochondrial permeability transition. May be involved in hypoxia- induced cell death of neuronal cells probably by promoting release of AIFM1 from mitochondria to cytoplasm and its translocation to the nucleus; however, the involvement of caspases has been reported conflictingly.
806	Small nuclear ribonucleoprotein Sm D3	9606.ENSP00000215829	SNRPD3	Small nuclear ribonucleoprotein Sm D3; Plays role in pre-mRNA splicing as core component of the SMN- Sm complex that mediates spliceosomal snRNP assembly and as component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes. Is also a component of the minor U12 spliceosome. As part of the U7 snRNP it is involved in histone pre-mRNA 3'-end processing (By similarity).
807	Signal recognition particle subunit SRP68	9606.ENSP00000312066	SRP68	Signal recognition particle subunit SRP68; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP68 binds the 7S RNA, SRP72 binds to this complex subsequently. This ribonucleoprotein complex might interact directly with the docking protein in the ER membrane and possibly participate in the elongation arrest function.
808	Mitochondrial carrier homolog 2	9606.ENSP00000303222	MTCH2	Mitochondrial carrier homolog 2; The substrate transported is not yet known. Induces mitochondrial depolarization; Belongs to the mitochondrial carrier (TC 2.A.29) family.
809	Heterogeneous nuclear ribonucleoprotein H3	9606.ENSP00000265866	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3; Involved in the splicing process and participates in early heat shock-induced splicing arrest. Due to their great structural variations the different isoforms may possess different functions in the splicing reaction.
810	Serine/arginine-rich splicing factor 11	9606.ENSP00000359988	SRSF11	Serine/arginine-rich splicing factor 11; May function in pre-mRNA splicing.
811	Stromal cell-derived factor 2-like protein 1	9606.ENSP00000248958	SDF2L1	Stromal cell derived factor 2 like 1.
812	Clathrin light chain B	9606.ENSP00000309415	CLTB	Clathrin light chain B; Clathrin is the major protein of the polyhedral coat of coated pits and vesicles; Belongs to the clathrin light chain family.
813	Dual specificity mitogen-activated protein kinase kinase 4	9606.ENSP00000410402	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4; Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. Essential component of the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. With MAP2K7/MKK7, is the one of the only known kinase to directly activate the stress-activated protein kinase/c-Jun N-terminal kinases MAPK8/JNK1, MAPK9/JNK2 and MAPK10/JNK3. MAP2K4/MKK4 and MAP2K7/MKK7 both activate the JNKs by phosphorylation, but they differ in their preference for the phosphorylati [...] 
814	Probable E3 ubiquitin-protein ligase makorin-2	9606.ENSP00000170447	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2; E3 ubiquitin ligase catalyzing the covalent attachment of ubiquitin moieties onto substrate proteins.
815	Moesin	9606.ENSP00000353408	MSN	Moesin; Ezrin-radixin-moesin (ERM) family protein that connects the actin cytoskeleton to the plasma membrane and thereby regulates the structure and function of specific domains of the cell cortex. Tethers actin filaments by oscillating between a resting and an activated state providing transient interactions between moesin and the actin cytoskeleton. Once phosphorylated on its C-terminal threonine, moesin is activated leading to interaction with F-actin and cytoskeletal rearrangement. These rearrangements regulate many cellular processes, including cell shape determination, membrane  [...] 
816	ELAV-like protein 1	9606.ENSP00000385269	ELAVL1	ELAV-like protein 1; RNA-binding protein that binds to the 3'-UTR region of mRNAs and increases their stability. Involved in embryonic stem cells (ESCs) differentiation: preferentially binds mRNAs that are not methylated by N6-methyladenosine (m6A), stabilizing them, promoting ESCs differentiation (By similarity). Binds to poly-U elements and AU-rich elements (AREs) in the 3'-UTR of target mRNAs. Binds avidly to the AU-rich element in FOS and IL3/interleukin-3 mRNAs. In the case of the FOS AU-rich element, binds to a core element of 27 nucleotides that contain AUUUA, AUUUUA, and AUUUUU [...] 
817	Glucosylceramidase	9606.ENSP00000314508	GBA	Lysosomal acid glucosylceramidase; Glucosylceramidase that catalyzes, within the lysosomal compartment, the hydrolysis of glucosylceramide/GlcCer into free ceramide and glucose. Thereby, plays a central role in the degradation of complex lipids and the turnover of cellular membranes. Through the production of ceramides, participates to the PKC-activated salvage pathway of ceramide formation. Also plays a role in cholesterol metabolism. May either catalyze the glucosylation of cholesterol, through a transglucosylation reaction that transfers glucose from glucosylceramide to cholesterol. [...] 
818	Surfeit locus protein 4	9606.ENSP00000361057	SURF4	Surfeit locus protein 4; May play a role in the maintenance of the architecture of the endoplasmic reticulum-Golgi intermediate compartment and of the Golgi. Belongs to the SURF4 family.
819	Apoptosis inhibitor 5	9606.ENSP00000431391	API5	Apoptosis inhibitor 5; Antiapoptotic factor that may have a role in protein assembly. Negatively regulates ACIN1. By binding to ACIN1, it suppresses ACIN1 cleavage from CASP3 and ACIN1-mediated DNA fragmentation. Also known to efficiently suppress E2F1-induced apoptosis. Its depletion enhances the cytotoxic action of the chemotherapeutic drugs; Belongs to the API5 family.
820	Heat shock 70 kDa protein 6	9606.ENSP00000310219	HSPA6	Heat shock 70 kDa protein 6; Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and ADP [...] 
821	40S ribosomal protein S10	9606.ENSP00000481646	RPS10	40S ribosomal protein S10; Component of the 40S ribosomal subunit; Belongs to the eukaryotic ribosomal protein eS10 family.
822	RAC-alpha serine/threonine-protein kinase	9606.ENSP00000451828	AKT1	RAC-alpha serine/threonine-protein kinase; AKT1 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported. AKT is responsible of the regulation of glucose uptake by mediating insulin-induced translocation of the [...] 
823	Ras-related protein Rab-7a	9606.ENSP00000265062	RAB7A	Ras-related protein Rab-7a; Key regulator in endo-lysosomal trafficking. Governs early- to-late endosomal maturation, microtubule minus-end as well as plus-end directed endosomal migration and positioning, and endosome-lysosome transport through different protein-protein interaction cascades. Plays a central role, not only in endosomal traffic, but also in many other cellular and physiological events, such as growth-factor-mediated cell signaling, nutrient-transportor mediated nutrient uptake, neurotrophin transport in the axons of neurons and lipid metabolism. Also involved in regulat [...] 
824	Dynactin subunit 4	9606.ENSP00000414906	DCTN4	Dynactin subunit 4; Could have a dual role in dynein targeting and in ACTR1A/Arp1 subunit of dynactin pointed-end capping. Could be involved in ACTR1A pointed-end binding and in additional roles in linking dynein and dynactin to the cortical cytoskeleton.
825	C-type mannose receptor 2	9606.ENSP00000307513	MRC2	C-type mannose receptor 2; May play a role as endocytotic lectin receptor displaying calcium-dependent lectin activity. Internalizes glycosylated ligands from the extracellular space for release in an endosomal compartment via clathrin-mediated endocytosis. May be involved in plasminogen activation system controlling the extracellular level of PLAUR/PLAU, and thus may regulate protease activity at the cell surface. May contribute to cellular uptake, remodeling and degradation of extracellular collagen matrices. May play a role during cancer progression as well as in other chronic tissu [...] 
826	ADP-ribosylation factor 1	9606.ENSP00000440005	ARF1	ADP-ribosylation factor 1; GTP-binding protein involved in protein trafficking among different compartments. Modulates vesicle budding and uncoating within the Golgi complex. Deactivation induces the redistribution of the entire Golgi complex to the endoplasmic reticulum, suggesting a crucial role in protein trafficking. In its GTP-bound form, its triggers the association with coat proteins with the Golgi membrane. The hydrolysis of ARF1-bound GTP, which is mediated by ARFGAPs proteins, is required for dissociation of coat proteins from Golgi membranes and vesicles. The GTP-bound form  [...] 
827	DnaJ homolog subfamily C member 9	9606.ENSP00000362041	DNAJC9	DnaJ homolog subfamily C member 9; May play a role as co-chaperone of the Hsp70 family proteins HSPA1A, HSPA1B and HSPA8.
828	Sphingosine-1-phosphate lyase 1	9606.ENSP00000362298	SGPL1	Sphingosine-1-phosphate lyase 1; Cleaves phosphorylated sphingoid bases (PSBs), such as sphingosine-1-phosphate, into fatty aldehydes and phosphoethanolamine. Elevates stress-induced ceramide production and apoptosis. Required for global lipid homeostasis in liver and cholesterol homeostasis in fibroblasts. Involved in the regulation of pro- inflammatory response and neutrophil trafficking. Modulates neuronal autophagy via phosphoethanolamine production which regulates accumulation of aggregate-prone proteins such as APP (By similarity). Seems to play a role in establishing neuronal co [...] 
829	Nicotinamide N-methyltransferase	9606.ENSP00000441434	NNMT	Nicotinamide N-methyltransferase; Catalyzes the N-methylation of nicotinamide and other pyridines to form pyridinium ions. This activity is important for biotransformation of many drugs and xenobiotic compounds.
830	Acyl-coenzyme A thioesterase 1	9606.ENSP00000311224	ACOT1	Acyl-coenzyme A thioesterase 1; Acyl-CoA thioesterases are a group of enzymes that catalyze the hydrolysis of acyl-CoAs into free fatty acids and coenzyme A (CoASH), regulating intracellular levels of acyl-CoAs, free fatty acids and CoASH. More active towards saturated and unsaturated long chain fatty acyl-CoAs (C12-C20); Belongs to the C/M/P thioester hydrolase family.
831	DnaJ homolog subfamily C member 3	9606.ENSP00000473631	DNAJC3	DnaJ homolog subfamily C member 3; Involved in the unfolded protein response (UPR) during endoplasmic reticulum (ER) stress. Acts as a negative regulator of the EIF2AK4/GCN2 kinase activity by preventing the phosphorylation of eIF- 2-alpha at 'Ser-52' and hence attenuating general protein synthesis under ER stress, hypothermic and amino acid starving stress conditions (By similarity). Co-chaperone of HSPA8/HSC70, it stimulates its ATPase activity. May inhibit both the autophosphorylation of EIF2AK2/PKR and the ability of EIF2AK2 to catalyze phosphorylation of the EIF2A. May inhibit EIF [...] 
833	COP9 signalosome complex subunit 2	9606.ENSP00000299259	COPS2	COP9 signalosome complex subunit 2; Essential component of the COP9 signalosome complex (CSN), a complex involved in various cellular and developmental processes. The CSN complex is an essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF-type complexes such as SCF, CSA or DDB2. The complex is also involved in phosphorylation of p53/TP53, c-jun/JUN, IkappaBalpha/NFKBIA, ITPK1 and IRF8/ICSBP, possibly via its association with CK2 and PKD kina [...] 
834	Arylsulfatase A	9606.ENSP00000216124	ARSA	Arylsulfatase A component B; Hydrolyzes cerebroside sulfate.
835	Neutral amino acid transporter A	9606.ENSP00000234256	SLC1A4	Neutral amino acid transporter A; Transporter for alanine, serine, cysteine, and threonine. Exhibits sodium dependence.
836	Glutamine--tRNA ligase	9606.ENSP00000307567	QARS1	Glutamine--tRNA ligase; Glutamine--tRNA ligase. Plays a critical role in brain development. Belongs to the class-I aminoacyl-tRNA synthetase family.
837	Conserved oligomeric Golgi complex subunit 6	9606.ENSP00000397441	COG6	Conserved oligomeric Golgi complex subunit 6; Required for normal Golgi function; Belongs to the COG6 family.
838	WD repeat-containing protein 1	9606.ENSP00000427687	WDR1	WD repeat-containing protein 1; Induces disassembly of actin filaments in conjunction with ADF/cofilin family proteins. Enhances cofilin- mediated actin severing (By similarity). Involved in cytokinesis. Involved in chemotactic cell migration by restricting lamellipodial membrane protrusions. Involved in myocardium sarcomere organization. Required for cardiomyocyte growth and maintenance (By similarity). Involved in megakaryocyte maturation and platelet shedding. Required for the establishment of planar cell polarity (PCP) during follicular epithelium development and for cell shape cha [...] 
839	Pseudouridylate synthase 7 homolog	9606.ENSP00000417402	PUS7	Pseudouridylate synthase 7 homolog; Pseudouridylate synthase that catalyzes pseudouridylation of RNAs. Acts as a regulator of protein synthesis in embryonic stem cells by mediating pseudouridylation of RNA fragments derived from tRNAs (tRFs): pseudouridylated tRFs inhibit translation by targeting the translation initiation complex. Also catalyzes pseudouridylation of mRNAs: mediates pseudouridylation of mRNAs with the consensus sequence 5'-UGUAG-3'. In addition to mRNAs and tRNAs, binds other types of RNAs, such as snRNAs, Y RNAs and vault RNAs, suggesting that it can catalyze pseudour [...] 
840	Spermatogenesis-associated serine-rich protein 2	9606.ENSP00000448228	SPATS2	Spermatogenesis-associated serine-rich protein 2; Spermatogenesis associated serine rich 2.
842	Peroxisomal acyl-coenzyme A oxidase 1	9606.ENSP00000293217	ACOX1	Peroxisomal acyl-CoA oxidase 1, A chain; Catalyzes the desaturation of acyl-CoAs to 2-trans-enoyl-CoAs. Isoform 1 shows highest activity against medium-chain fatty acyl-CoAs and activity decreases with increasing chain length. Isoform 2 is active against a much broader range of substrates and shows activity towards very long-chain acyl-CoAs. Isoform 2 is twice as active as isoform 1 against 16-hydroxy-palmitoyl-CoA and is 25% more active against 1,16-hexadecanodioyl-CoA.
843	Dysbindin	9606.ENSP00000341680	DTNBP1	Dysbindin; Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Associates with the BLOC-2 complex to facilitate the transport of TYRP1 independent of AP-3 function. Plays a role i [...] 
844	Developmentally-regulated GTP-binding protein 2	9606.ENSP00000225729	DRG2	Developmentally-regulated GTP-binding protein 2; Catalyzes the conversion of GTP to GDP through hydrolysis of the gamma-phosphate bond in GTP. When hydroxylated at C-3 of 'Lys-21' by JMJD7, may bind to RNA and play a role in translation.
845	Golgi phosphoprotein 3	9606.ENSP00000265070	GOLPH3	Golgi phosphoprotein 3; Phosphatidylinositol-4-phosphate-binding protein that links Golgi membranes to the cytoskeleton and may participate in the tensile force required for vesicle budding from the Golgi. Thereby, may play a role in Golgi membrane trafficking and could indirectly give its flattened shape to the Golgi apparatus. May also bind to the coatomer to regulate Golgi membrane trafficking. May play a role in anterograde transport from the Golgi to the plasma membrane and regulate secretion. Has also been involved in the control of the localization of Golgi enzymes through inter [...] 
846	Transmembrane protein 205	9606.ENSP00000346954	TMEM205	Transmembrane protein 205; In cancer cells, plays a role in resistance to the chemotherapeutic agent cisplatin.
847	Calpain-1 catalytic subunit	9606.ENSP00000431984	CAPN1	Calpain-1 catalytic subunit; Calcium-regulated non-lysosomal thiol-protease which catalyzes limited proteolysis of substrates involved in cytoskeletal remodeling and signal transduction; Belongs to the peptidase C2 family.
848	Far upstream element-binding protein 2	9606.ENSP00000381216	KHSRP	Far upstream element-binding protein 2; Binds to the dendritic targeting element and may play a role in mRNA trafficking (By similarity). Part of a ternary complex that binds to the downstream control sequence (DCS) of the pre-mRNA. Mediates exon inclusion in transcripts that are subject to tissue- specific alternative splicing. May interact with single-stranded DNA from the far-upstream element (FUSE). May activate gene expression. Also involved in degradation of inherently unstable mRNAs that contain AU-rich elements (AREs) in their 3'-UTR, possibly by recruiting degradation machiner [...] 
849	GDP-fucose protein O-fucosyltransferase 1	9606.ENSP00000364902	POFUT1	GDP-fucose protein O-fucosyltransferase 1; Catalyzes the reaction that attaches fucose through an O- glycosidic linkage to a conserved serine or threonine residue found in the consensus sequence C2-X(4,5)-[S/T]-C3 of EGF domains, where C2 and C3 are the second and third conserved cysteines. Specifically uses GDP- fucose as donor substrate and proper disulfide pairing of the substrate EGF domains is required for fucose transfer. Plays a crucial role in NOTCH signaling. Initial fucosylation of NOTCH by POFUT1 generates a substrate for FRINGE/RFNG, an acetylglucosaminyltransferase that ca [...] 
851	Hematopoietic system regulatory peptide	9606.ENSP00000370010	TMSB4X	Hematopoietic system regulatory peptide; Plays an important role in the organization of the cytoskeleton (By similarity). Binds to and sequesters actin monomers (G actin) and therefore inhibits actin polymerization.
852	Dipeptidyl peptidase 3	9606.ENSP00000440502	DPP3	Dipeptidyl peptidase 3; Cleaves and degrades bioactive peptides, including angiotensin, Leu-enkephalin and Met-enkephalin. Also cleaves Arg-Arg-beta-naphthylamide (in vitro).
853	Rab proteins geranylgeranyltransferase component A 1	9606.ENSP00000350386	CHM	Rab proteins geranylgeranyltransferase component A 1; Substrate-binding subunit of the Rab geranylgeranyltransferase (GGTase) complex. Binds unprenylated Rab proteins and presents the substrate peptide to the catalytic component B composed of RABGGTA and RABGGTB, and remains bound to it after the geranylgeranyl transfer reaction. The component A is thought to be regenerated by transferring its prenylated Rab back to the donor membrane. Besides, a pre-formed complex consisting of CHM and the Rab GGTase dimer (RGGT or component B) can bind to and prenylate Rab proteins; this alternative  [...] 
854	Transcription elongation factor SPT4	9606.ENSP00000225504	SUPT4H1	Transcription elongation factor SPT4; Component of the DRB sensitivity-inducing factor complex (DSIF complex), which regulates mRNA processing and transcription elongation by RNA polymerase II. DSIF positively regulates mRNA capping by stimulating the mRNA guanylyltransferase activity of RNGTT/CAP1A. DSIF also acts cooperatively with the negative elongation factor complex (NELF complex) to enhance transcriptional pausing at sites proximal to the promoter. Transcriptional pausing may facilitate the assembly of an elongation competent RNA polymerase II complex. DSIF and NELF promote paus [...] 
855	PHD finger protein 14	9606.ENSP00000385795	PHF14	PHD finger protein 14.
856	MICOS complex subunit MIC27	9606.ENSP00000362268	APOOL	MICOS complex subunit MIC27; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. Specifically binds to cardiolipin (in vitro) but not to the precursor lipid phosphatidylglycerol. Plays a crucial role in crista junction formation and mitochondrial function.
858	T-complex protein 1 subunit theta	9606.ENSP00000286788	CCT8	T-complex protein 1 subunit theta; Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis. The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance. As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. The TRiC complex plays a role in the folding of actin and tubulin (Probable).
859	RNA-binding protein 26	9606.ENSP00000483408	RBM26	RNA binding motif protein 26.
860	Platelet-activating factor acetylhydrolase IB subunit beta	9606.ENSP00000435289	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta; Inactivates PAF by removing the acetyl group at the sn-2 position. This is a catalytic subunit.
861	Disks large homolog 1	9606.ENSP00000345731	DLG1	Disks large homolog 1; Essential multidomain scaffolding protein required for normal development (By similarity). Recruits channels, receptors and signaling molecules to discrete plasma membrane domains in polarized cells. May play a role in adherens junction assembly, signal transduction, cell proliferation, synaptogenesis and lymphocyte activation. Regulates the excitability of cardiac myocytes by modulating the functional expression of Kv4 channels. Functional regulator of Kv1.5 channel. During long-term depression in hippocampal neurons, it recruits ADAM10 to the plasma membrane. B [...] 
862	Protein PBDC1	9606.ENSP00000362456	PBDC1	Protein PBDC1; Polysaccharide biosynthesis domain containing 1; Belongs to the PBDC1 family.
864	Centrosomal protein of 131 kDa	9606.ENSP00000269392	CEP131	Centrosomal protein of 131 kDa; Component of centriolar satellites contributing to the building of a complex and dynamic network required to regulate cilia/flagellum formation. In proliferating cells, MIB1-mediated ubiquitination induces its sequestration within centriolar satellites, precluding untimely cilia formation initiation. In contrast, during normal and ultraviolet or heat shock cellular stress-induced ciliogenesis, its non-ubiquitinated form is rapidly displaced from centriolar satellites and recruited to centrosome/basal bodies in a microtubule- and p38 MAPK-dependent manner [...] 
866	Mitochondrial import inner membrane translocase subunit TIM14	9606.ENSP00000372005	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14; Probable component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner. May act as a co-chaperone that stimulate the ATP-dependent activity (By similarity); Belongs to the TIM14 family.
867	Metaxin-1	9606.ENSP00000357360	MTX1	Metaxin-1; Involved in transport of proteins into the mitochondrion. Essential for embryonic development (By similarity).
868	Parkinson disease 7 domain-containing protein 1	9606.ENSP00000321691	GATD1	Glutamine amidotransferase like class 1 domain containing 1; Belongs to the peptidase C56 family.
869	Tubulin-specific chaperone C	9606.ENSP00000361967	TBCC	Tubulin-specific chaperone C; Tubulin-folding protein; involved in the final step of the tubulin folding pathway; Belongs to the TBCC family.
870	Insulin-like growth factor 2 mRNA-binding protein 1	9606.ENSP00000290341	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1; RNA-binding factor that recruits target transcripts to cytoplasmic protein-RNA complexes (mRNPs). This transcript 'caging' into mRNPs allows mRNA transport and transient storage. It also modulates the rate and location at which target transcripts encounter the translational apparatus and shields them from endonuclease attacks or microRNA-mediated degradation. Plays a direct role in the transport and translation of transcripts required for axonal regeneration in adult sensory neurons (By similarity). Regulates localized beta- actin/AC [...] 
871	RAD50-interacting protein 1	9606.ENSP00000257700	RINT1	RAD50-interacting protein 1; Involved in regulation of membrane traffic between the Golgi and the endoplasmic reticulum (ER); the function is proposed to depend on its association in the NRZ complex which is believed to play a role in SNARE assembly at the ER. May play a role in cell cycle checkpoint control. Essential for telomere length control ; Belongs to the RINT1 family.
872	E3 ubiquitin-protein ligase NEDD4-like	9606.ENSP00000383199	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like; E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Inhibits TGF- beta signaling by triggering SMAD2 and TGFBR1 ubiquitination and proteasome-dependent degradation. Promotes ubiquitination and internalization of various plasma membrane channels such as ENaC, SCN2A/Nav1.2, SCN3A/Nav1.3, SCN5A/Nav1.5, SCN9A/Nav1.7, SCN10A/Nav1.8, KCNA3/Kv1.3, KCNH2, EAAT1, KCNQ2/Kv7.2, KCNQ3/Kv7.3 or CLC5. Promotes ubiquitination and  [...] 
873	Single-stranded DNA-binding protein, mitochondrial	9606.ENSP00000419665	SSBP1	Single-stranded DNA-binding protein, mitochondrial; Binds preferentially and cooperatively to pyrimidine rich single-stranded DNA (ss-DNA). In vitro, required to maintain the copy number of mitochondrial DNA (mtDNA) and plays crucial roles during mtDNA replication that stimulate activity of the replisome components POLG and TWNK at the replication fork. Promotes the activity of the gamma complex polymerase POLG, largely by organizing the template DNA and eliminating secondary structures to favor ss-DNA conformations that facilitate POLG activity. In addition it is able to promote the 5 [...] 
874	Long-chain fatty acid transport protein 3	9606.ENSP00000271857	SLC27A3	Solute carrier family 27 member 3; Has acyl-CoA ligase activity for long-chain and very-long- chain fatty acids. Does not exhibit fatty acid transport activity (By similarity).
875	Immunoglobulin superfamily member 8	9606.ENSP00000357065	IGSF8	Immunoglobulin superfamily member 8; May play a key role in diverse functions ascribed to CD81 and CD9 such as oocytes fertilization or hepatitis C virus function. May regulate proliferation and differentiation of keratinocytes. May be a negative regulator of cell motility: suppresses T-cell mobility coordinately with CD81, associates with CD82 to suppress prostate cancer cell migration, regulates epidermoid cell reaggregation and motility on laminin-5 with CD9 and CD81 as key linkers. May also play a role on integrin-dependent morphology and motility functions. May participate in the  [...] 
876	Charged multivesicular body protein 7	9606.ENSP00000380794	CHMP7	Charged multivesicular body protein 7; ESCRT-III-like protein required to recruit the ESCRT-III complex to the nuclear envelope during late anaphase. Together with SPAST, the ESCRT-III complex promotes nuclear envelope sealing and mitotic spindle disassembly during late anaphase. Plays a role in the endosomal sorting pathway.
877	Carboxypeptidase	9606.ENSP00000011292	CPA1	Carboxypeptidase A1; Carboxypeptidase that catalyzes the release of a C-terminal amino acid, but has little or no action with -Asp, -Glu, -Arg, -Lys or -Pro; Belongs to the peptidase M14 family.
878	5'-AMP-activated protein kinase catalytic subunit alpha-1	9606.ENSP00000346148	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1; Catalytic subunit of AMP-activated protein kinase (AMPK), an energy sensor protein kinase that plays a key role in regulating cellular energy metabolism. In response to reduction of intracellular ATP levels, AMPK activates energy-producing pathways and inhibits energy-consuming processes: inhibits protein, carbohydrate and lipid biosynthesis, as well as cell growth and proliferation. AMPK acts via direct phosphorylation of metabolic enzymes, and by longer-term effects via phosphorylation of transcription regulators. Also acts a [...] 
879	Proteasome subunit alpha type-7	9606.ENSP00000359910	PSMA7	Proteasome subunit alpha type-7; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] 
880	Zinc finger protein-like 1	9606.ENSP00000294258	ZFPL1	Zinc finger protein-like 1; Required for cis-Golgi integrity and efficient ER to Golgi transport. Involved in the maintenance of the integrity of the cis- Golgi, possibly via its interaction with GOLGA2/GM130. Belongs to the ZFPL1 family.
881	Guanine nucleotide-binding protein G(i) subunit alpha-1	9606.ENSP00000497260	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1; Guanine nucleotide-binding proteins (G proteins) function as transducers downstream of G protein-coupled receptors (GPCRs) in numerous signaling cascades. The alpha chain contains the guanine nucleotide binding site and alternates between an active, GTP-bound state and an inactive, GDP-bound state. Signaling by an activated GPCR promotes GDP release and GTP binding. The alpha subunit has a low GTPase activity that converts bound GTP to GDP, thereby terminating the signal. Both GDP release and GTP hydrolysis are modulated by numer [...] 
